idx,log_timestamp,camera,ave_speed,speed_units,image_path,image_w,image_h,image_bigger,direction,plugin_name,cx,cy,mw,mh,m_area,x_left,x_right,y_upper,y_lower,max_speed_over,min_area,track_counter,cal_obj_px,cal_obj_mm,status,cam_location
20220226-0750190,"""2022-02-26 07:50:19""",PiCam,24.19,mph,media/images/speed-20220220-1343/speed-24-20220226-0750190.jpg,960,720,3,R2L,None,46,0,56,63,3528,50,250,110,173,15,200,6,56,2743.2,,None
20220226-0825101,"""2022-02-26 08:25:10""",PiCam,66.58,mph,media/images/speed-20220220-1343/speed-67-20220226-0825101.jpg,960,720,3,L2R,None,79,12,14,33,462,50,250,110,173,15,200,6,25,1092.2,,None
20220226-0841414,"""2022-02-26 08:41:41""",PiCam,123.56,mph,media/images/speed-20220220-1343/speed-124-20220226-0841414.jpg,960,720,3,L2R,None,104,4,41,53,2173,50,250,110,173,15,200,6,25,1092.2,,None
20220226-0841430,"""2022-02-26 08:41:43""",PiCam,93.96,mph,media/images/speed-20220220-1343/speed-94-20220226-0841430.jpg,960,720,3,L2R,None,144,35,19,23,437,50,250,110,173,15,200,6,25,1092.2,,None
20220226-0859395,"""2022-02-26 08:59:39""",PiCam,20.01,mph,media/images/speed-20220220-1343/speed-20-20220226-0859395.jpg,960,720,3,R2L,None,69,13,62,40,2480,50,250,110,173,15,200,6,56,2743.2,,None
20220226-0905443,"""2022-02-26 09:05:44""",PiCam,23.47,mph,media/images/speed-20220220-1343/speed-23-20220226-0905443.jpg,960,720,3,R2L,None,34,23,94,30,2820,50,250,110,173,15,200,6,56,2743.2,,None
20220226-0910486,"""2022-02-26 09:10:48""",PiCam,18.46,mph,media/images/speed-20220220-1343/speed-18-20220226-0910486.jpg,960,720,3,R2L,None,77,15,58,36,2088,50,250,110,173,15,200,6,56,2743.2,,None
20220226-0913041,"""2022-02-26 09:13:04""",PiCam,36.62,mph,media/images/speed-20220220-1343/speed-37-20220226-0913041.jpg,960,720,3,L2R,None,82,0,37,63,2331,50,250,110,173,15,200,6,25,1092.2,,None
20220226-0915325,"""2022-02-26 09:15:32""",PiCam,20.65,mph,media/images/speed-20220220-1343/speed-21-20220226-0915325.jpg,960,720,3,L2R,None,79,9,75,49,3675,50,250,110,173,15,200,6,25,1092.2,,None
20220226-0917578,"""2022-02-26 09:17:57""",PiCam,17.64,mph,media/images/speed-20220220-1343/speed-18-20220226-0917578.jpg,960,720,3,R2L,None,84,0,29,63,1827,50,250,110,173,15,200,6,56,2743.2,,None
20220226-0923452,"""2022-02-26 09:23:45""",PiCam,18.03,mph,media/images/speed-20220220-1343/speed-18-20220226-0923452.jpg,960,720,3,L2R,None,71,8,53,55,2915,50,250,110,173,15,200,6,25,1092.2,,None
20220226-0923510,"""2022-02-26 09:23:51""",PiCam,23.73,mph,media/images/speed-20220220-1343/speed-24-20220226-0923510.jpg,960,720,3,R2L,None,67,15,55,38,2090,50,250,110,173,15,200,6,56,2743.2,,None
20220226-0924117,"""2022-02-26 09:24:11""",PiCam,20.79,mph,media/images/speed-20220220-1343/speed-21-20220226-0924117.jpg,960,720,3,R2L,None,119,17,52,35,1820,50,250,110,173,15,200,6,56,2743.2,,None
20220226-0935055,"""2022-02-26 09:35:05""",PiCam,42.75,mph,media/images/speed-20220220-1343/speed-43-20220226-0935055.jpg,960,720,3,R2L,None,35,19,114,34,3876,50,250,110,173,15,200,6,56,2743.2,,None
20220226-0949168,"""2022-02-26 09:49:16""",PiCam,30.51,mph,media/images/speed-20220220-1343/speed-31-20220226-0949168.jpg,960,720,3,L2R,None,78,12,85,44,3740,50,250,110,173,15,200,6,25,1092.2,,None
20220226-0955412,"""2022-02-26 09:55:41""",PiCam,22.83,mph,media/images/speed-20220220-1343/speed-23-20220226-0955412.jpg,960,720,3,R2L,None,62,14,63,39,2457,50,250,110,173,15,200,6,56,2743.2,,None
20220226-0957044,"""2022-02-26 09:57:04""",PiCam,22.76,mph,media/images/speed-20220220-1343/speed-23-20220226-0957044.jpg,960,720,3,R2L,None,92,33,34,19,646,50,250,110,173,15,200,6,56,2743.2,,None
20220226-0957084,"""2022-02-26 09:57:08""",PiCam,21.48,mph,media/images/speed-20220220-1343/speed-21-20220226-0957084.jpg,960,720,3,R2L,None,69,16,55,36,1980,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1010405,"""2022-02-26 10:10:40""",PiCam,22.4,mph,media/images/speed-20220220-1343/speed-22-20220226-1010405.jpg,960,720,3,R2L,None,67,14,59,38,2242,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1021309,"""2022-02-26 10:21:30""",PiCam,26.01,mph,media/images/speed-20220220-1343/speed-26-20220226-1021309.jpg,960,720,3,L2R,None,97,11,50,45,2250,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1035450,"""2022-02-26 10:35:45""",PiCam,38.58,mph,media/images/speed-20220220-1343/speed-39-20220226-1035450.jpg,960,720,3,R2L,None,48,13,113,40,4520,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1037226,"""2022-02-26 10:37:22""",PiCam,21.04,mph,media/images/speed-20220220-1343/speed-21-20220226-1037226.jpg,960,720,3,L2R,None,82,0,97,52,5044,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1054183,"""2022-02-26 10:54:18""",PiCam,23.21,mph,media/images/speed-20220220-1343/speed-23-20220226-1054183.jpg,960,720,3,R2L,None,110,16,57,36,2052,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1058286,"""2022-02-26 10:58:28""",PiCam,15.2,mph,media/images/speed-20220220-1343/speed-15-20220226-1058286.jpg,960,720,3,L2R,None,58,38,24,22,528,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1058296,"""2022-02-26 10:58:29""",PiCam,17.75,mph,media/images/speed-20220220-1343/speed-18-20220226-1058296.jpg,960,720,3,L2R,None,111,11,41,50,2050,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1103119,"""2022-02-26 11:03:11""",PiCam,26.09,mph,media/images/speed-20220220-1343/speed-26-20220226-1103119.jpg,960,720,3,R2L,None,52,13,63,40,2520,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1103521,"""2022-02-26 11:03:52""",PiCam,30.45,mph,media/images/speed-20220220-1343/speed-30-20220226-1103521.jpg,960,720,3,L2R,None,117,29,45,25,1125,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1110269,"""2022-02-26 11:10:26""",PiCam,26.63,mph,media/images/speed-20220220-1343/speed-27-20220226-1110269.jpg,960,720,3,R2L,None,73,0,30,47,1410,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1117166,"""2022-02-26 11:17:16""",PiCam,24.78,mph,media/images/speed-20220220-1343/speed-25-20220226-1117166.jpg,960,720,3,R2L,None,119,17,42,34,1428,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1117531,"""2022-02-26 11:17:53""",PiCam,23.8,mph,media/images/speed-20220220-1343/speed-24-20220226-1117531.jpg,960,720,3,L2R,None,81,13,67,41,2747,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1120535,"""2022-02-26 11:20:53""",PiCam,20.35,mph,media/images/speed-20220220-1343/speed-20-20220226-1120535.jpg,960,720,3,L2R,None,75,12,67,42,2814,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1126453,"""2022-02-26 11:26:45""",PiCam,21.61,mph,media/images/speed-20220220-1343/speed-22-20220226-1126453.jpg,960,720,3,L2R,None,73,10,65,43,2795,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1130521,"""2022-02-26 11:30:52""",PiCam,19.69,mph,media/images/speed-20220220-1343/speed-20-20220226-1130521.jpg,960,720,3,R2L,None,63,11,66,43,2838,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1143031,"""2022-02-26 11:43:03""",PiCam,22.56,mph,media/images/speed-20220220-1343/speed-23-20220226-1143031.jpg,960,720,3,R2L,None,66,15,59,38,2242,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1217325,"""2022-02-26 12:17:32""",PiCam,19.92,mph,media/images/speed-20220220-1343/speed-20-20220226-1217325.jpg,960,720,3,L2R,None,70,22,24,30,720,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1221080,"""2022-02-26 12:21:08""",PiCam,24.85,mph,media/images/speed-20220220-1343/speed-25-20220226-1221080.jpg,960,720,3,L2R,None,45,14,44,41,1804,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1229242,"""2022-02-26 12:29:24""",PiCam,23.95,mph,media/images/speed-20220220-1343/speed-24-20220226-1229242.jpg,960,720,3,L2R,None,66,9,60,44,2640,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1229403,"""2022-02-26 12:29:40""",PiCam,39.75,mph,media/images/speed-20220220-1343/speed-40-20220226-1229403.jpg,960,720,3,L2R,None,109,10,31,19,589,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1232151,"""2022-02-26 12:32:15""",PiCam,18.04,mph,media/images/speed-20220220-1343/speed-18-20220226-1232151.jpg,960,720,3,R2L,None,28,18,106,37,3922,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1248245,"""2022-02-26 12:48:24""",PiCam,28.21,mph,media/images/speed-20220220-1343/speed-28-20220226-1248245.jpg,960,720,3,R2L,None,53,14,57,39,2223,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1249185,"""2022-02-26 12:49:18""",PiCam,21.47,mph,media/images/speed-20220220-1343/speed-21-20220226-1249185.jpg,960,720,3,R2L,None,96,24,36,29,1044,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1249195,"""2022-02-26 12:49:19""",PiCam,25.45,mph,media/images/speed-20220220-1343/speed-25-20220226-1249195.jpg,960,720,3,R2L,None,115,18,42,30,1260,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1250303,"""2022-02-26 12:50:30""",PiCam,28.29,mph,media/images/speed-20220220-1343/speed-28-20220226-1250303.jpg,960,720,3,L2R,None,98,21,42,33,1386,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1251015,"""2022-02-26 12:51:01""",PiCam,39.92,mph,media/images/speed-20220220-1343/speed-40-20220226-1251015.jpg,960,720,3,L2R,None,117,11,51,46,2346,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1252084,"""2022-02-26 12:52:08""",PiCam,31.28,mph,media/images/speed-20220220-1343/speed-31-20220226-1252084.jpg,960,720,3,R2L,None,44,24,41,28,1148,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1300435,"""2022-02-26 13:00:43""",PiCam,18.07,mph,media/images/speed-20220220-1343/speed-18-20220226-1300435.jpg,960,720,3,L2R,None,70,31,41,24,984,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1312444,"""2022-02-26 13:12:44""",PiCam,33.82,mph,media/images/speed-20220220-1343/speed-34-20220226-1312444.jpg,960,720,3,R2L,None,106,21,56,33,1848,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1314309,"""2022-02-26 13:14:30""",PiCam,29.09,mph,media/images/speed-20220220-1343/speed-29-20220226-1314309.jpg,960,720,3,R2L,None,80,19,49,34,1666,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1319192,"""2022-02-26 13:19:19""",PiCam,15.96,mph,media/images/speed-20220220-1343/speed-16-20220226-1319192.jpg,960,720,3,R2L,None,77,0,72,63,4536,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1327095,"""2022-02-26 13:27:09""",PiCam,15.46,mph,media/images/speed-20220220-1343/speed-15-20220226-1327095.jpg,960,720,3,R2L,None,118,30,20,27,540,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1327105,"""2022-02-26 13:27:10""",PiCam,18.84,mph,media/images/speed-20220220-1343/speed-19-20220226-1327105.jpg,960,720,3,R2L,None,54,17,20,37,740,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1330191,"""2022-02-26 13:30:19""",PiCam,17.15,mph,media/images/speed-20220220-1343/speed-17-20220226-1330191.jpg,960,720,3,L2R,None,65,16,87,38,3306,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1338432,"""2022-02-26 13:38:43""",PiCam,33.26,mph,media/images/speed-20220220-1343/speed-33-20220226-1338432.jpg,960,720,3,L2R,None,40,14,42,45,1890,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1340555,"""2022-02-26 13:40:55""",PiCam,19.97,mph,media/images/speed-20220220-1343/speed-20-20220226-1340555.jpg,960,720,3,R2L,None,52,14,50,39,1950,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1340583,"""2022-02-26 13:40:58""",PiCam,28.46,mph,media/images/speed-20220220-1343/speed-28-20220226-1340583.jpg,960,720,3,R2L,None,63,17,62,34,2108,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1341418,"""2022-02-26 13:41:41""",PiCam,17.93,mph,media/images/speed-20220220-1343/speed-18-20220226-1341418.jpg,960,720,3,L2R,None,58,44,19,19,361,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1342511,"""2022-02-26 13:42:51""",PiCam,19.09,mph,media/images/speed-20220220-1343/speed-19-20220226-1342511.jpg,960,720,3,L2R,None,73,32,34,31,1054,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1342520,"""2022-02-26 13:42:52""",PiCam,17.47,mph,media/images/speed-20220220-1343/speed-17-20220226-1342520.jpg,960,720,3,L2R,None,128,17,25,45,1125,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1343571,"""2022-02-26 13:43:57""",PiCam,28.68,mph,media/images/speed-20220220-1343/speed-29-20220226-1343571.jpg,960,720,3,L2R,None,104,12,36,14,504,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1349285,"""2022-02-26 13:49:28""",PiCam,23.87,mph,media/images/speed-20220220-1343/speed-24-20220226-1349285.jpg,960,720,3,L2R,None,95,18,50,31,1550,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1353144,"""2022-02-26 13:53:14""",PiCam,15.89,mph,media/images/speed-20220220-1343/speed-16-20220226-1353144.jpg,960,720,3,R2L,None,47,0,96,63,6048,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1401166,"""2022-02-26 14:01:16""",PiCam,19.49,mph,media/images/speed-20220220-1343/speed-19-20220226-1401166.jpg,960,720,3,L2R,None,69,0,44,47,2068,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1401175,"""2022-02-26 14:01:17""",PiCam,24.89,mph,media/images/speed-20220220-1343/speed-25-20220226-1401175.jpg,960,720,3,L2R,None,131,0,18,42,756,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1406373,"""2022-02-26 14:06:37""",PiCam,21.19,mph,media/images/speed-20220220-1343/speed-21-20220226-1406373.jpg,960,720,3,R2L,None,79,0,47,41,1927,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1406383,"""2022-02-26 14:06:38""",PiCam,34.62,mph,media/images/speed-20220220-1343/speed-35-20220226-1406383.jpg,960,720,3,R2L,None,48,0,13,35,455,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1413317,"""2022-02-26 14:13:31""",PiCam,17.12,mph,media/images/speed-20220220-1343/speed-17-20220226-1413317.jpg,960,720,3,L2R,None,65,25,44,28,1232,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1413327,"""2022-02-26 14:13:32""",PiCam,19.46,mph,media/images/speed-20220220-1343/speed-19-20220226-1413327.jpg,960,720,3,L2R,None,117,21,56,38,2128,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1415485,"""2022-02-26 14:15:48""",PiCam,21.06,mph,media/images/speed-20220220-1343/speed-21-20220226-1415485.jpg,960,720,3,R2L,None,101,24,28,28,784,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1433356,"""2022-02-26 14:33:35""",PiCam,27.12,mph,media/images/speed-20220220-1343/speed-27-20220226-1433356.jpg,960,720,3,R2L,None,71,16,53,35,1855,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1435316,"""2022-02-26 14:35:31""",PiCam,25.3,mph,media/images/speed-20220220-1343/speed-25-20220226-1435316.jpg,960,720,3,L2R,None,102,21,70,30,2100,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1449271,"""2022-02-26 14:49:27""",PiCam,24.4,mph,media/images/speed-20220220-1343/speed-24-20220226-1449271.jpg,960,720,3,L2R,None,89,30,30,22,660,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1453054,"""2022-02-26 14:53:05""",PiCam,35.06,mph,media/images/speed-20220220-1343/speed-35-20220226-1453054.jpg,960,720,3,R2L,None,76,27,29,27,783,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1454509,"""2022-02-26 14:54:50""",PiCam,26.8,mph,media/images/speed-20220220-1343/speed-27-20220226-1454509.jpg,960,720,3,L2R,None,56,14,40,39,1560,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1455422,"""2022-02-26 14:55:42""",PiCam,35.81,mph,media/images/speed-20220220-1343/speed-36-20220226-1455422.jpg,960,720,3,R2L,None,62,30,28,23,644,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1457395,"""2022-02-26 14:57:39""",PiCam,31.06,mph,media/images/speed-20220220-1343/speed-31-20220226-1457395.jpg,960,720,3,R2L,None,76,25,32,30,960,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1500475,"""2022-02-26 15:00:47""",PiCam,36.63,mph,media/images/speed-20220220-1343/speed-37-20220226-1500475.jpg,960,720,3,L2R,None,120,21,36,31,1116,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1515378,"""2022-02-26 15:15:37""",PiCam,18.13,mph,media/images/speed-20220220-1343/speed-18-20220226-1515378.jpg,960,720,3,R2L,None,94,30,30,19,570,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1521565,"""2022-02-26 15:21:56""",PiCam,29.72,mph,media/images/speed-20220220-1343/speed-30-20220226-1521565.jpg,960,720,3,L2R,None,116,25,57,31,1767,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1522303,"""2022-02-26 15:22:30""",PiCam,27.58,mph,media/images/speed-20220220-1343/speed-28-20220226-1522303.jpg,960,720,3,L2R,None,76,27,40,24,960,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1531072,"""2022-02-26 15:31:07""",PiCam,24.16,mph,media/images/speed-20220220-1343/speed-24-20220226-1531072.jpg,960,720,3,L2R,None,73,25,39,25,975,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1531082,"""2022-02-26 15:31:08""",PiCam,18.56,mph,media/images/speed-20220220-1343/speed-19-20220226-1531082.jpg,960,720,3,L2R,None,142,11,19,27,513,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1533026,"""2022-02-26 15:33:02""",PiCam,25.97,mph,media/images/speed-20220220-1343/speed-26-20220226-1533026.jpg,960,720,3,R2L,None,84,26,33,26,858,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1537510,"""2022-02-26 15:37:51""",PiCam,29.22,mph,media/images/speed-20220220-1343/speed-29-20220226-1537510.jpg,960,720,3,L2R,None,125,19,46,36,1656,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1540058,"""2022-02-26 15:40:05""",PiCam,30.08,mph,media/images/speed-20220220-1343/speed-30-20220226-1540058.jpg,960,720,3,L2R,None,137,24,29,33,957,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1540421,"""2022-02-26 15:40:42""",PiCam,19.76,mph,media/images/speed-20220220-1343/speed-20-20220226-1540421.jpg,960,720,3,L2R,None,81,32,29,22,638,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1541085,"""2022-02-26 15:41:08""",PiCam,29.14,mph,media/images/speed-20220220-1343/speed-29-20220226-1541085.jpg,960,720,3,L2R,None,99,24,38,29,1102,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1543387,"""2022-02-26 15:43:38""",PiCam,27.8,mph,media/images/speed-20220220-1343/speed-28-20220226-1543387.jpg,960,720,3,R2L,None,78,25,33,30,990,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1544139,"""2022-02-26 15:44:13""",PiCam,22.08,mph,media/images/speed-20220220-1343/speed-22-20220226-1544139.jpg,960,720,3,L2R,None,80,29,30,29,870,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1544168,"""2022-02-26 15:44:16""",PiCam,17.67,mph,media/images/speed-20220220-1343/speed-18-20220226-1544168.jpg,960,720,3,L2R,None,73,30,34,23,782,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1546577,"""2022-02-26 15:46:57""",PiCam,36.3,mph,media/images/speed-20220220-1343/speed-36-20220226-1546577.jpg,960,720,3,R2L,None,50,16,45,36,1620,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1600485,"""2022-02-26 16:00:48""",PiCam,44.62,mph,media/images/speed-20220220-1343/speed-45-20220226-1600485.jpg,960,720,3,R2L,None,38,17,58,37,2146,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1616000,"""2022-02-26 16:16:00""",PiCam,21.88,mph,media/images/speed-20220220-1343/speed-22-20220226-1616000.jpg,960,720,3,L2R,None,96,15,20,27,540,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1621084,"""2022-02-26 16:21:08""",PiCam,20.07,mph,media/images/speed-20220220-1343/speed-20-20220226-1621084.jpg,960,720,3,L2R,None,63,0,44,39,1716,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1622084,"""2022-02-26 16:22:08""",PiCam,29.54,mph,media/images/speed-20220220-1343/speed-30-20220226-1622084.jpg,960,720,3,L2R,None,47,40,36,23,828,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1623336,"""2022-02-26 16:23:33""",PiCam,25.22,mph,media/images/speed-20220220-1343/speed-25-20220226-1623336.jpg,960,720,3,R2L,None,39,19,50,36,1800,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1625182,"""2022-02-26 16:25:18""",PiCam,23.69,mph,media/images/speed-20220220-1343/speed-24-20220226-1625182.jpg,960,720,3,L2R,None,99,20,15,23,345,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1704437,"""2022-02-26 17:04:43""",PiCam,23.95,mph,media/images/speed-20220220-1343/speed-24-20220226-1704437.jpg,960,720,3,R2L,None,65,29,28,27,756,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1705193,"""2022-02-26 17:05:19""",PiCam,22.81,mph,media/images/speed-20220220-1343/speed-23-20220226-1705193.jpg,960,720,3,R2L,None,70,20,54,40,2160,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1705468,"""2022-02-26 17:05:46""",PiCam,23.79,mph,media/images/speed-20220220-1343/speed-24-20220226-1705468.jpg,960,720,3,L2R,None,102,8,60,35,2100,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1705506,"""2022-02-26 17:05:50""",PiCam,26.56,mph,media/images/speed-20220220-1343/speed-27-20220226-1705506.jpg,960,720,3,L2R,None,100,11,55,52,2860,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1709042,"""2022-02-26 17:09:04""",PiCam,15.71,mph,media/images/speed-20220220-1343/speed-16-20220226-1709042.jpg,960,720,3,R2L,None,100,24,34,33,1122,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1709053,"""2022-02-26 17:09:05""",PiCam,25.05,mph,media/images/speed-20220220-1343/speed-25-20220226-1709053.jpg,960,720,3,L2R,None,37,12,20,23,460,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1715078,"""2022-02-26 17:15:07""",PiCam,24.91,mph,media/images/speed-20220220-1343/speed-25-20220226-1715078.jpg,960,720,3,L2R,None,66,15,25,28,700,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1716014,"""2022-02-26 17:16:01""",PiCam,17.47,mph,media/images/speed-20220220-1343/speed-17-20220226-1716014.jpg,960,720,3,L2R,None,82,13,18,29,522,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1716499,"""2022-02-26 17:16:49""",PiCam,26.91,mph,media/images/speed-20220220-1343/speed-27-20220226-1716499.jpg,960,720,3,L2R,None,40,13,40,43,1720,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1717220,"""2022-02-26 17:17:22""",PiCam,36.33,mph,media/images/speed-20220220-1343/speed-36-20220226-1717220.jpg,960,720,3,R2L,None,97,16,30,14,420,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1721308,"""2022-02-26 17:21:30""",PiCam,16.67,mph,media/images/speed-20220220-1343/speed-17-20220226-1721308.jpg,960,720,3,L2R,None,134,18,19,24,456,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1724173,"""2022-02-26 17:24:17""",PiCam,31.35,mph,media/images/speed-20220220-1343/speed-31-20220226-1724173.jpg,960,720,3,L2R,None,102,8,53,14,742,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1732286,"""2022-02-26 17:32:28""",PiCam,22.71,mph,media/images/speed-20220220-1343/speed-23-20220226-1732286.jpg,960,720,3,L2R,None,82,15,39,33,1287,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1735096,"""2022-02-26 17:35:09""",PiCam,19.9,mph,media/images/speed-20220220-1343/speed-20-20220226-1735096.jpg,960,720,3,L2R,None,85,20,36,27,972,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1736333,"""2022-02-26 17:36:33""",PiCam,30.75,mph,media/images/speed-20220220-1343/speed-31-20220226-1736333.jpg,960,720,3,L2R,None,117,18,43,32,1376,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1742443,"""2022-02-26 17:42:44""",PiCam,27.52,mph,media/images/speed-20220220-1343/speed-28-20220226-1742443.jpg,960,720,3,R2L,None,47,15,94,31,2914,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1756409,"""2022-02-26 17:56:40""",PiCam,18.79,mph,media/images/speed-20220220-1343/speed-19-20220226-1756409.jpg,960,720,3,L2R,None,129,11,21,16,336,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1759023,"""2022-02-26 17:59:02""",PiCam,16.69,mph,media/images/speed-20220220-1343/speed-17-20220226-1759023.jpg,960,720,3,L2R,None,81,17,23,26,598,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1802349,"""2022-02-26 18:02:34""",PiCam,19.23,mph,media/images/speed-20220220-1343/speed-19-20220226-1802349.jpg,960,720,3,L2R,None,74,18,65,36,2340,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1804270,"""2022-02-26 18:04:27""",PiCam,28.62,mph,media/images/speed-20220220-1343/speed-29-20220226-1804270.jpg,960,720,3,L2R,None,105,20,53,32,1696,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1807544,"""2022-02-26 18:07:54""",PiCam,26.56,mph,media/images/speed-20220220-1343/speed-27-20220226-1807544.jpg,960,720,3,R2L,None,55,20,43,29,1247,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1813436,"""2022-02-26 18:13:43""",PiCam,28.65,mph,media/images/speed-20220220-1343/speed-29-20220226-1813436.jpg,960,720,3,L2R,None,91,16,56,32,1792,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1814401,"""2022-02-26 18:14:40""",PiCam,23.23,mph,media/images/speed-20220220-1343/speed-23-20220226-1814401.jpg,960,720,3,L2R,None,39,8,43,17,731,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1818277,"""2022-02-26 18:18:27""",PiCam,19.79,mph,media/images/speed-20220220-1343/speed-20-20220226-1818277.jpg,960,720,3,R2L,None,83,28,23,17,391,50,250,110,173,15,200,6,56,2743.2,,None
20220226-1819596,"""2022-02-26 18:19:59""",PiCam,20.92,mph,media/images/speed-20220220-1343/speed-21-20220226-1819596.jpg,960,720,3,L2R,None,82,14,56,37,2072,50,250,110,173,15,200,6,25,1092.2,,None
20220226-1821129,"""2022-02-26 18:21:12""",PiCam,15.78,mph,media/images/speed-20220220-1343/speed-16-20220226-1821129.jpg,960,720,3,R2L,None,116,23,21,20,420,50,250,110,173,15,200,6,56,2743.2,,None
